Item_ID,Item_Name,Category,Date,Last_Month_Sales,Capacity,Last_Year_Sales,Weather,Predicted_Sales,City_Tier,On_promotion,Outlet
5,Cheese,Dairy,28-04-2023,375,125,1343,Sunny,393,2,1,2
1,Butter,Dairy,28-04-2023,458,126,7567,Windy,453,2,1,2
12,Yogurt,Dairy,28-04-2023,144,289,5567,Sunny,183,2,1,2
2,Buttermilk,Dairy,28-04-2023,327,182,1366,Rainy,373,1,0,1
14,Milk,Dairy,28-04-2023,499,483,13567,Cloudy,492,2,0,2
12,Yogurt,Dairy,28-04-2023,478,269,5567,Snowy,478,1,1,1
12,Yogurt,Dairy,28-04-2023,374,266,5567,Sunny,408,1,0,1
14,Milk,Dairy,28-04-2023,268,287,13567,Rainy,297,2,0,2
1,Butter,Dairy,28-04-2023,138,268,7567,Cloudy,137,2,0,2
12,Yogurt,Dairy,28-04-2023,121,388,5567,Cloudy,165,2,0,2
5,Cheese,Dairy,28-04-2023,296,328,1165,Cloudy,313,3,0,3
14,Milk,Dairy,28-04-2023,178,196,13567,Sunny,178,2,1,2
2,Buttermilk,Dairy,28-04-2023,261,466,1064,Rainy,285,3,1,3
6,Cream,Dairy,28-04-2023,477,115,9567,Windy,481,1,0,1
1,Butter,Dairy,28-04-2023,392,378,7567,Rainy,389,3,1,3
14,Milk,Dairy,28-04-2023,145,234,13567,Rainy,154,2,0,2
6,Cream,Dairy,28-04-2023,124,125,9567,Rainy,163,1,1,1
6,Cream,Dairy,28-04-2023,472,451,9567,Sunny,520,1,1,1
2,Buttermilk,Dairy,28-04-2023,103,111,1106,Sunny,113,1,1,1
12,Yogurt,Dairy,28-04-2023,393,171,5567,Sunny,383,3,0,3
2,Buttermilk,Dairy,28-04-2023,462,232,1066,Rainy,480,2,1,2
12,Yogurt,Dairy,28-04-2023,103,205,5567,Sunny,116,1,0,1
12,Yogurt,Dairy,28-04-2023,267,319,5567,Cloudy,286,1,1,1
14,Milk,Dairy,28-04-2023,65,472,13567,Sunny,94,1,0,1
14,Milk,Dairy,28-04-2023,148,276,13567,Snowy,172,3,1,3
1,Butter,Dairy,28-04-2023,69,381,7567,Sunny,91,3,1,3
12,Yogurt,Dairy,28-04-2023,95,232,5567,Sunny,104,2,1,2
6,Cream,Dairy,28-04-2023,242,121,9567,Sunny,288,3,0,3
5,Cheese,Dairy,28-04-2023,432,368,1136,Sunny,437,1,0,1
1,Butter,Dairy,28-04-2023,107,260,7567,Snowy,105,2,1,2
14,Milk,Dairy,28-04-2023,486,206,13567,Windy,506,1,0,1
2,Buttermilk,Dairy,28-04-2023,160,378,1078,Sunny,166,1,1,1
1,Butter,Dairy,28-04-2023,178,452,7567,Cloudy,226,3,0,3
1,Butter,Dairy,28-04-2023,386,334,7567,Snowy,406,2,1,2
1,Butter,Dairy,28-04-2023,243,117,7567,Windy,280,3,0,3
1,Butter,Dairy,28-04-2023,462,341,7567,Sunny,474,3,0,3
5,Cheese,Dairy,28-04-2023,389,216,1054,Windy,384,2,1,2
2,Buttermilk,Dairy,28-04-2023,375,385,1299,Cloudy,394,1,1,1
2,Buttermilk,Dairy,28-04-2023,57,381,1212,Snowy,101,1,1,1
2,Buttermilk,Dairy,28-04-2023,78,243,1251,Snowy,74,2,1,2
12,Yogurt,Dairy,28-04-2023,161,304,5567,Windy,206,1,1,1
6,Cream,Dairy,28-04-2023,484,138,9567,Sunny,521,2,1,2
2,Buttermilk,Dairy,28-04-2023,210,253,1479,Rainy,239,2,0,2
1,Butter,Dairy,28-04-2023,180,275,7567,Snowy,211,3,1,3
1,Butter,Dairy,28-04-2023,237,340,7567,Rainy,272,2,1,2
2,Buttermilk,Dairy,28-04-2023,212,485,1190,Snowy,212,3,1,3
2,Buttermilk,Dairy,28-04-2023,246,468,1187,Sunny,269,1,0,1
1,Butter,Dairy,28-04-2023,413,233,7567,Sunny,414,1,1,1
12,Yogurt,Dairy,28-04-2023,253,145,5567,Snowy,302,1,1,1
14,Milk,Dairy,28-04-2023,261,149,13567,Windy,310,1,0,1
14,Milk,Dairy,28-04-2023,158,265,13567,Sunny,199,3,1,3
2,Buttermilk,Dairy,28-04-2023,325,205,1330,Sunny,366,1,0,1
5,Cheese,Dairy,29-04-2023,122,315,1221,Cloudy,156,2,1,2
2,Buttermilk,Dairy,29-04-2023,216,245,1365,Sunny,252,2,1,2
2,Buttermilk,Dairy,29-04-2023,309,171,1480,Cloudy,325,2,1,2
14,Milk,Dairy,29-04-2023,292,429,13567,Sunny,339,3,1,3
1,Butter,Dairy,29-04-2023,324,372,7567,Sunny,325,1,1,1
2,Buttermilk,Dairy,29-04-2023,151,346,1223,Windy,153,1,0,1
1,Butter,Dairy,29-04-2023,222,285,7567,Windy,219,1,0,1
1,Butter,Dairy,29-04-2023,220,169,7567,Sunny,225,3,0,3
5,Cheese,Dairy,29-04-2023,190,249,1351,Snowy,208,2,1,2
1,Butter,Dairy,29-04-2023,446,345,7567,Snowy,470,2,0,2
14,Milk,Dairy,29-04-2023,237,361,13567,Sunny,286,1,0,1
12,Yogurt,Dairy,29-04-2023,490,125,5567,Snowy,508,2,0,2
12,Yogurt,Dairy,29-04-2023,135,239,5567,Sunny,155,2,0,2
6,Cream,Dairy,29-04-2023,101,198,9567,Windy,103,3,0,3
2,Buttermilk,Dairy,29-04-2023,160,497,1428,Rainy,161,3,0,3
14,Milk,Dairy,29-04-2023,486,377,13567,Cloudy,526,3,1,3
1,Butter,Dairy,29-04-2023,414,150,7567,Snowy,405,3,1,3
12,Yogurt,Dairy,29-04-2023,391,250,5567,Snowy,413,1,1,1
14,Milk,Dairy,29-04-2023,92,203,13567,Windy,89,3,1,3
12,Yogurt,Dairy,29-04-2023,260,188,5567,Snowy,290,2,1,2
1,Butter,Dairy,29-04-2023,249,240,7567,Sunny,295,1,1,1
12,Yogurt,Dairy,29-04-2023,347,312,5567,Sunny,395,2,0,2
2,Buttermilk,Dairy,29-04-2023,395,332,1396,Rainy,424,2,0,2
2,Buttermilk,Dairy,29-04-2023,289,493,1357,Rainy,331,2,0,2
6,Cream,Dairy,29-04-2023,164,282,9567,Rainy,202,3,1,3
6,Cream,Dairy,29-04-2023,75,350,9567,Sunny,105,3,0,3
12,Yogurt,Dairy,29-04-2023,456,108,5567,Rainy,477,1,0,1
14,Milk,Dairy,29-04-2023,348,178,13567,Rainy,375,1,1,1
2,Buttermilk,Dairy,29-04-2023,126,151,1362,Sunny,143,3,0,3
14,Milk,Dairy,29-04-2023,461,485,13567,Windy,465,2,1,2
14,Milk,Dairy,29-04-2023,186,368,13567,Snowy,198,1,0,1
12,Yogurt,Dairy,29-04-2023,69,325,5567,Cloudy,82,3,1,3
14,Milk,Dairy,29-04-2023,489,150,13567,Sunny,491,3,0,3
2,Buttermilk,Dairy,29-04-2023,260,285,1474,Sunny,270,3,1,3
1,Butter,Dairy,29-04-2023,289,133,7567,Cloudy,332,2,1,2
6,Cream,Dairy,29-04-2023,88,390,9567,Cloudy,89,3,1,3
1,Butter,Dairy,29-04-2023,484,329,7567,Rainy,486,3,1,3
14,Milk,Dairy,29-04-2023,317,230,13567,Cloudy,345,3,0,3
1,Butter,Dairy,29-04-2023,256,219,7567,Snowy,268,3,1,3
2,Buttermilk,Dairy,29-04-2023,488,425,1406,Snowy,527,1,1,1
2,Buttermilk,Dairy,29-04-2023,316,346,1208,Snowy,351,1,0,1
14,Milk,Dairy,29-04-2023,203,291,13567,Snowy,235,3,1,3
12,Yogurt,Dairy,29-04-2023,91,422,5567,Snowy,108,2,0,2
1,Butter,Dairy,30-04-2023,460,309,7567,Rainy,463,1,0,1
12,Yogurt,Dairy,30-04-2023,60,202,5567,Sunny,66,3,1,3
12,Yogurt,Dairy,30-04-2023,343,428,5567,Cloudy,356,1,0,1
5,Cheese,Dairy,30-04-2023,147,471,1204,Sunny,189,1,1,1
14,Milk,Dairy,30-04-2023,476,232,13567,Cloudy,523,2,1,2
6,Cream,Dairy,30-04-2023,324,422,9567,Rainy,347,3,0,3
2,Buttermilk,Dairy,30-04-2023,497,238,1426,Rainy,537,3,1,3
2,Buttermilk,Dairy,30-04-2023,439,220,1280,Windy,476,2,0,2
14,Milk,Dairy,30-04-2023,479,193,13567,Windy,490,2,1,2
6,Cream,Dairy,30-04-2023,421,228,9567,Rainy,420,3,0,3
2,Buttermilk,Dairy,30-04-2023,279,190,1451,Rainy,322,3,0,3
14,Milk,Dairy,30-04-2023,418,191,13567,Cloudy,415,2,1,2
2,Buttermilk,Dairy,30-04-2023,475,162,1266,Rainy,485,1,0,1
12,Yogurt,Dairy,30-04-2023,269,128,5567,Sunny,295,1,1,1
1,Butter,Dairy,30-04-2023,114,309,7567,Cloudy,110,2,0,2
1,Butter,Dairy,30-04-2023,404,111,7567,Rainy,419,1,1,1
2,Buttermilk,Dairy,30-04-2023,281,432,1108,Cloudy,283,2,1,2
5,Cheese,Dairy,30-04-2023,377,396,1429,Cloudy,382,1,1,1
6,Cream,Dairy,30-04-2023,492,229,9567,Snowy,511,1,1,1
6,Cream,Dairy,30-04-2023,101,392,9567,Windy,121,3,0,3
6,Cream,Dairy,30-04-2023,423,272,9567,Cloudy,417,3,0,3
12,Yogurt,Dairy,30-04-2023,480,307,5567,Cloudy,501,1,1,1
6,Cream,Dairy,30-04-2023,425,123,9567,Snowy,430,1,1,1
1,Butter,Dairy,30-04-2023,312,198,7567,Rainy,348,3,0,3
12,Yogurt,Dairy,30-04-2023,316,455,5567,Cloudy,314,3,1,3
14,Milk,Dairy,30-04-2023,408,238,13567,Snowy,419,3,0,3
6,Cream,Dairy,30-04-2023,366,413,9567,Sunny,410,2,1,2
6,Cream,Dairy,30-04-2023,373,273,9567,Snowy,406,1,0,1
14,Milk,Dairy,30-04-2023,458,128,13567,Windy,487,3,1,3
6,Cream,Dairy,30-04-2023,445,242,9567,Windy,479,1,1,1
14,Milk,Dairy,30-04-2023,203,415,13567,Rainy,229,2,1,2
12,Yogurt,Dairy,30-04-2023,407,450,5567,Rainy,410,2,0,2
1,Butter,Dairy,30-04-2023,415,141,7567,Windy,420,3,1,3
14,Milk,Dairy,30-04-2023,189,398,13567,Windy,221,2,0,2
5,Cheese,Dairy,30-04-2023,476,307,1125,Cloudy,485,1,1,1
14,Milk,Dairy,30-04-2023,100,429,13567,Windy,133,3,0,3
6,Cream,Dairy,30-04-2023,166,291,9567,Rainy,170,1,0,1
12,Yogurt,Dairy,30-04-2023,470,259,5567,Windy,515,1,1,1
2,Buttermilk,Dairy,30-04-2023,95,163,1349,Rainy,128,2,1,2
12,Yogurt,Dairy,30-04-2023,358,342,5567,Sunny,373,2,0,2
2,Buttermilk,Dairy,30-04-2023,137,357,1373,Windy,135,2,0,2
14,Milk,Dairy,30-04-2023,257,251,13567,Rainy,247,2,0,2
1,Butter,Dairy,30-04-2023,426,314,7567,Snowy,450,2,1,2
5,Cheese,Dairy,30-04-2023,318,421,1209,Cloudy,351,3,0,3
12,Yogurt,Dairy,30-04-2023,138,265,5567,Rainy,147,1,1,1
6,Cream,Dairy,01-05-2023,430,130,9567,Windy,464,1,0,1
2,Buttermilk,Dairy,01-05-2023,167,470,1272,Windy,211,1,1,1
6,Cream,Dairy,01-05-2023,103,331,9567,Sunny,98,1,1,1
1,Butter,Dairy,01-05-2023,490,381,7567,Snowy,521,2,1,2
2,Buttermilk,Dairy,01-05-2023,165,128,1240,Rainy,164,1,1,1
12,Yogurt,Dairy,01-05-2023,167,294,5567,Snowy,204,3,1,3
14,Milk,Dairy,01-05-2023,309,433,13567,Sunny,357,3,0,3
6,Cream,Dairy,01-05-2023,124,355,9567,Cloudy,146,1,0,1
1,Butter,Dairy,01-05-2023,354,380,7567,Snowy,359,1,1,1
12,Yogurt,Dairy,01-05-2023,56,403,5567,Sunny,81,3,1,3
12,Yogurt,Dairy,01-05-2023,415,420,5567,Rainy,410,3,1,3
12,Yogurt,Dairy,01-05-2023,171,422,5567,Cloudy,179,2,0,2
12,Yogurt,Dairy,01-05-2023,60,445,5567,Windy,80,3,1,3
2,Buttermilk,Dairy,01-05-2023,397,492,1431,Sunny,388,2,0,2
12,Yogurt,Dairy,01-05-2023,487,393,5567,Windy,494,2,0,2
6,Cream,Dairy,01-05-2023,264,186,9567,Cloudy,295,2,1,2
1,Butter,Dairy,01-05-2023,478,248,7567,Sunny,495,2,1,2
2,Buttermilk,Dairy,01-05-2023,328,348,1340,Sunny,377,2,1,2
12,Yogurt,Dairy,01-05-2023,77,420,5567,Cloudy,70,1,0,1
5,Cheese,Dairy,01-05-2023,284,382,1062,Rainy,274,3,0,3
5,Cheese,Dairy,01-05-2023,416,461,1212,Sunny,452,2,0,2
1,Butter,Dairy,01-05-2023,362,478,7567,Cloudy,393,3,1,3
14,Milk,Dairy,01-05-2023,75,297,13567,Snowy,114,3,0,3
14,Milk,Dairy,01-05-2023,458,143,13567,Windy,463,2,1,2
2,Buttermilk,Dairy,01-05-2023,103,455,1160,Sunny,137,1,1,1
2,Buttermilk,Dairy,01-05-2023,78,127,1254,Snowy,125,2,0,2
2,Buttermilk,Dairy,01-05-2023,402,116,1433,Sunny,438,1,1,1
14,Milk,Dairy,01-05-2023,213,226,13567,Rainy,204,3,1,3
5,Cheese,Dairy,01-05-2023,319,478,1356,Cloudy,360,1,0,1
14,Milk,Dairy,01-05-2023,383,267,13567,Sunny,408,1,0,1
6,Cream,Dairy,01-05-2023,84,343,9567,Cloudy,74,1,1,1
12,Yogurt,Dairy,01-05-2023,335,486,5567,Sunny,363,3,0,3
2,Buttermilk,Dairy,01-05-2023,397,175,1440,Rainy,409,3,1,3
5,Cheese,Dairy,01-05-2023,322,330,1350,Rainy,337,1,0,1
1,Butter,Dairy,01-05-2023,257,303,7567,Snowy,257,1,0,1
1,Butter,Dairy,01-05-2023,287,347,7567,Rainy,334,2,0,2
12,Yogurt,Dairy,01-05-2023,463,401,5567,Cloudy,494,1,1,1
5,Cheese,Dairy,01-05-2023,142,313,1282,Rainy,132,2,1,2
14,Milk,Dairy,01-05-2023,222,314,13567,Sunny,222,1,1,1
14,Milk,Dairy,01-05-2023,128,257,13567,Rainy,141,2,0,2
6,Cream,Dairy,01-05-2023,159,168,9567,Cloudy,158,3,1,3
6,Cream,Dairy,01-05-2023,266,492,9567,Sunny,269,1,1,1
14,Milk,Dairy,01-05-2023,484,184,13567,Snowy,487,1,1,1
1,Butter,Dairy,01-05-2023,407,366,7567,Snowy,403,1,1,1
2,Buttermilk,Dairy,01-05-2023,155,168,1243,Snowy,167,1,1,1
1,Butter,Dairy,01-05-2023,96,198,7567,Sunny,128,2,1,2
6,Cream,Dairy,01-05-2023,230,446,9567,Snowy,241,1,0,1
12,Yogurt,Dairy,01-05-2023,113,315,5567,Rainy,162,3,1,3
14,Milk,Dairy,01-05-2023,295,260,13567,Sunny,320,3,1,3
6,Cream,Dairy,02-05-2023,293,193,9567,Sunny,309,1,1,1
6,Cream,Dairy,02-05-2023,471,273,9567,Sunny,516,3,1,3
2,Buttermilk,Dairy,02-05-2023,369,264,1156,Windy,360,1,1,1
